gameid,team_blue,team_red,league,patch,pick_blue_1,pick_blue_2,pick_blue_3,pick_blue_4,pick_blue_5,pick_red_1,pick_red_2,pick_red_3,pick_red_4,pick_red_5,ban_blue_1,ban_blue_2,ban_blue_3,ban_blue_4,ban_blue_5,ban_red_1,ban_red_2,ban_red_3,ban_red_4,ban_red_5,result
LOLTMNT06_42188,Misa Esports,Galakticos,TCL,14.1,Renekton,Xin Zhao,Orianna,Jinx,Leona,Kennen,Skarner,LeBlanc,Aphelios,Nautilus,Tristana,Hwei,Varus,Vi,Jarvan IV,Caitlyn,Kalista,Rumble,K'Sante,Sion,0
LOLTMNT03_93066,eSuba,Team UNiTY,HM,14.1,Rumble,Vi,Yone,Jinx,Nautilus,Kennen,Xin Zhao,Hwei,Xayah,Rell,Bard,Annie,Corki,Varus,Ashe,Skarner,Lillia,Tristana,Jhin,Caitlyn,1
LOLTMNT06_43193,Project Conquerors,MHSC Esport,LFL2,14.1,Gnar,Nidalee,Viego,Jhin,Rell,Yone,Brand,Hwei,Jinx,Nautilus,Rumble,Draven,Skarner,Camille,Malphite,Kennen,Caitlyn,Gragas,Syndra,Ahri,1
LOLTMNT06_43200,Beşiktaş Esports,NASR eSports Turkey,TCL,14.1,Kennen,Vi,Corki,Kai'Sa,Rell,Rumble,Xin Zhao,Taliyah,Jhin,Skarner,Aurelion Sol,Kalista,Hwei,Varus,Caitlyn,LeBlanc,Tristana,Nautilus,K'Sante,Orianna,1
LOLTMNT03_93084,Entropiq,OGC Esports,HM,14.1,Zac,Sejuani,Corki,Lucian,Nami,Malphite,Karthus,Jayce,Ashe,Renata Glasc,Nautilus,Tryndamere,Skarner,K'Sante,Leona,Caitlyn,Tristana,Taliyah,Lillia,Rumble,0
LOLTMNT06_42199,Lupus Esports,Crvena zvezda Esports,EBL,14.1,K'Sante,Vi,Tristana,Ziggs,Nautilus,Skarner,Nocturne,Hwei,Sivir,Leona,Camille,Sejuani,Aurelion Sol,Twisted Fate,Lulu,Rumble,Bel'Veth,Jinx,Vayne,Rell,1
LOLTMNT03_93087,ENEMI3S,DSYRE,LIT,14.1,Renekton,Sejuani,Aurelion Sol,Caitlyn,Nautilus,Gnar,Maokai,Hwei,Varus,Alistar,Skarner,Nidalee,Rumble,Rell,Jax,Draven,Corki,Taliyah,Aatrox,Lee Sin,1
LOLTMNT03_92078,RA'AD,Twisted Minds,AL,14.1,Gwen,Ivern,Tristana,Jhin,Nautilus,Warwick,Taliyah,Corki,Ashe,Rell,Vi,Hwei,Skarner,Urgot,Malphite,Fiora,Seraphine,Rumble,Maokai,Lillia,1
LOLTMNT06_43201,Lille Esport,IziDream,LFL2,14.1,Ornn,Nidalee,Tristana,Kalista,Nautilus,Zac,Rumble,Corki,Varus,Leona,Vi,Ivern,Rell,Malphite,K'Sante,Hwei,Jinx,Skarner,Jhin,Caitlyn,0
LOLTMNT03_93094,AVE Axolotl,Atleta Esport,LIT,14.1,Rumble,Jarvan IV,Hwei,Varus,Karma,Twisted Fate,Nocturne,Annie,Caitlyn,Rell,Skarner,Jhin,Taliyah,Aatrox,Olaf,Aurelion Sol,Xin Zhao,Corki,Nautilus,Leona,1
LOLTMNT06_43203,SPIKE Syndicate,Partizan Esports,EBL,14.1,Ornn,Vi,Hwei,Aphelios,Leona,Rumble,Sejuani,Yone,Jinx,Nautilus,Skarner,Jayce,Ahri,Irelia,Braum,Karthus,Tristana,Kindred,Taliyah,Rakan,1
LOLTMNT06_43204,BoostGate Esports,FUT Esports,TCL,14.1,Sion,Viego,Hwei,Jinx,Rell,Rumble,Xin Zhao,LeBlanc,Kai'Sa,Nautilus,Vi,Skarner,Caitlyn,Jarvan IV,Rek'Sai,Kalista,Tristana,Corki,Taliyah,Karthus,0
LOLTMNT06_43205,Anubis Gaming,Fox Gaming,AL,14.1,Kennen,Xin Zhao,LeBlanc,Corki,Rell,Sion,Lee Sin,Hwei,Varus,Braum,Orianna,Skarner,Taliyah,Vi,Malphite,Nunu & Willump,Tristana,Rumble,Nocturne,Jarvan IV,0
LOLTMNT06_42206,Zerance,Joblife,LFL2,14.1,Renekton,Maokai,Taliyah,Jinx,Nautilus,Darius,Morgana,Tristana,Ashe,Rell,Fiora,Rumble,LeBlanc,Gwen,Tryndamere,Skarner,Ivern,Caitlyn,Viego,K'Sante,1
LOLTMNT03_92092,SAMCLAN Esports Club,Keypulse Esports,LPLOL,14.1,Ornn,Rek'Sai,Viktor,Jinx,Renata Glasc,Illaoi,Lillia,Tristana,Varus,Nautilus,Skarner,Hwei,Viego,Gwen,Camille,Taliyah,Corki,Caitlyn,Braum,Milio,1
LOLTMNT06_42210,Dark Passage,Papara SuperMassive,TCL,14.1,Rumble,Vi,Orianna,Aphelios,Rakan,Skarner,Lee Sin,Hwei,Jinx,Nautilus,Corki,Ashe,LeBlanc,Xin Zhao,Viego,Tristana,Kalista,Taliyah,Rell,Leona,1
LOLTMNT03_93102,aNc Outplayed,Macko Esports,LIT,14.1,K'Sante,Maokai,Orianna,Corki,Rakan,Camille,Sejuani,Taliyah,Kalista,Ashe,Senna,Caitlyn,Twisted Fate,Tristana,Nautilus,Skarner,Vi,Rumble,Varus,Jhin,1
LOLTMNT03_93103,One More Esports,Geekay Esports,AL,14.1,Annie,Maokai,Tristana,Aphelios,Nautilus,Ornn,Xin Zhao,Taliyah,Caitlyn,Leona,Ashe,Skarner,Rumble,Ivern,Volibear,Rengar,Viego,Corki,Jhin,Jinx,1
LOLTMNT06_43208,Esprit Shōnen,Ici Japon Corp. Esport,LFL2,14.1,Camille,Skarner,Tristana,Ziggs,Nautilus,K'Sante,Xin Zhao,LeBlanc,Jinx,Leona,Sejuani,Vi,Caitlyn,Viego,Rek'Sai,Rumble,Udyr,Corki,Poppy,Lillia,1
LOLTMNT06_42211,Diamant Esports,BeFive,EBL,14.1,Camille,Sejuani,Azir,Aphelios,Nautilus,K'Sante,Kindred,Ahri,Jinx,Leona,Karthus,Rumble,Taliyah,Rell,Vi,Caitlyn,Jax,Skarner,Fiora,Vayne,0
LOLTMNT03_92103,Odivelas Sports Club,BWE Esports,LPLOL,14.1,Skarner,Udyr,Annie,Jinx,Milio,K'Sante,Lillia,Corki,Aphelios,Lulu,Gwen,Jhin,Olaf,Nami,Varus,Rell,Lucian,Caitlyn,Fiora,Camille,0
LOLTMNT03_93106,DREN Esports,EKO Esports,LIT,14.1,Renekton,Maokai,Hwei,Jinx,Blitzcrank,Dr. Mundo,Jarvan IV,Orianna,Corki,Rell,Lillia,Taliyah,Tristana,Darius,Ornn,Rengar,K'Sante,Caitlyn,Thresh,Braum,1
LOLTMNT06_42213,Akroma,Klanik Esport,LFL2,14.1,Malphite,Sejuani,Aurelion Sol,Caitlyn,Nautilus,K'Sante,Ivern,Tristana,Jhin,Alistar,Darius,Hwei,Taliyah,Jinx,Leona,Rumble,Skarner,Varus,Camille,Tryndamere,1
LOLTMNT06_42215,Cyber Wolves,Ankora Gaming,EBL,14.1,Gnar,Viego,Taliyah,Jhin,Leona,Camille,Sejuani,Syndra,Ezreal,Nautilus,Volibear,Maokai,Ashe,Azir,Hwei,Rumble,Caitlyn,Tristana,Renekton,Jax,1
LOLTMNT03_92112,GnG Amazigh,Nigma Galaxy,AL,14.1,Gragas,Sejuani,Corki,Jinx,Nautilus,Vayne,Xin Zhao,Hwei,Varus,Rell,Kalista,Tristana,Twisted Fate,Aatrox,K'Sante,Skarner,Ivern,Rumble,Camille,Gnar,1
LOLTMNT03_93110,Hurricane of Feathers,White Dragons,LPLOL,14.1,Sett,Viego,Syndra,Varus,Alistar,Twisted Fate,Maokai,Hwei,Jhin,Rell,Taliyah,Ziggs,Corki,Gnar,Kennen,K'Sante,Ekko,Skarner,Camille,Nautilus,0
LOLTMNT01_113186,Meta Gaming,PRIMATE,LRS,14.11,K'Sante,Xin Zhao,LeBlanc,Kalista,Leona,Gnar,Lee Sin,Hwei,Varus,Tahm Kench,Sejuani,Skarner,Tristana,Camille,Twisted Fate,Draven,Jinx,Corki,Jhin,Ashe,1
LOLTMNT03_92116,EGN Esports,GTZ Esports,LPLOL,14.1,Akshan,Taliyah,Hwei,Jhin,Nautilus,Gwen,Sejuani,Jayce,Caitlyn,Rell,Nocturne,Lucian,Varus,Corki,Tristana,Skarner,Jinx,Lillia,Fiora,Vayne,0
LOLTMNT01_113224,PRIMATE,Meta Gaming,LRS,14.11,Skarner,Xin Zhao,Hwei,Jhin,Leona,Rumble,Vi,LeBlanc,Ashe,Rell,Jinx,Draven,Corki,Orianna,Jayce,Sejuani,Tristana,Varus,Tahm Kench,Alistar,1
LOLTMNT01_113251,Meta Gaming,PRIMATE,LRS,14.11,Rumble,Ivern,Jayce,Corki,Alistar,Kennen,Viego,Hwei,Ezreal,Rell,Sejuani,Varus,Tristana,Jhin,Leona,Ashe,LeBlanc,Skarner,Kalista,Draven,0
LOLTMNT01_112282,WAP Esports,Spectacled Bears,LRS,14.11,Skarner,Ivern,Tristana,Zeri,Alistar,Olaf,Taliyah,Jayce,Ziggs,Leona,Maokai,Aurelion Sol,Rumble,Karthus,Shen,Tahm Kench,Lucian,Hwei,Varus,Jarvan IV,1
LOLTMNT01_112290,Spectacled Bears,WAP Esports,LRS,14.11,Camille,Shen,Azir,Varus,Leona,Darius,Taliyah,Tristana,Jhin,Nautilus,Skarner,Hwei,Lillia,Mordekaiser,Olaf,Maokai,Aurelion Sol,Rumble,Jayce,Ziggs,1
LOLTMNT01_112298,WAP Esports,Spectacled Bears,LRS,14.11,Gragas,Taliyah,Corki,Ashe,Nautilus,Skarner,Maokai,Sylas,Aphelios,Rell,Rumble,Aurelion Sol,Jayce,Azir,Braum,Lucian,Tristana,Hwei,Olaf,Darius,0
LOLTMNT03_93201,Nongshim RedForce Academy,OKSavingsBank BRION Academy,LAS,14.1,K'Sante,Maokai,Tristana,Caitlyn,Lux,Twisted Fate,Kindred,Cassiopeia,Senna,Tahm Kench,Nidalee,Ashe,Nautilus,Azir,Vi,Corki,Rumble,Skarner,Varus,Jinx,1
LOLTMNT03_92207,T1 Esports Academy Rookies,KT Rolster Academy,LAS,14.1,Skarner,Nidalee,Corki,Jhin,Alistar,Rumble,Xin Zhao,Yone,Varus,Rell,Sejuani,Nautilus,Leona,Hwei,Taliyah,Tristana,Ashe,Senna,Caitlyn,Kalista,1
LOLTMNT03_92209,Gen.G Scholars,BNK FEARX Academy,LAS,14.1,Skarner,Volibear,Akali,Ezreal,Karma,K'Sante,Lee Sin,LeBlanc,Lucian,Nami,Kalista,Varus,Rek'Sai,Nidalee,Tristana,Nautilus,Ashe,Rumble,Twisted Fate,Corki,0
LOLTMNT03_92205,Dplus KIA Youth,DRX Academy,LAS,14.1,Skarner,Xin Zhao,Hwei,Aphelios,Thresh,Renekton,Nidalee,Galio,Ashe,Blitzcrank,Rek'Sai,Sejuani,Senna,Yasuo,Twisted Fate,LeBlanc,Tristana,Vi,Varus,Nautilus,1
LOLTMNT03_92206,DN Freecs Academy,Hanwha Life Esports Academy,LAS,14.1,K'Sante,Brand,Tristana,Varus,Nautilus,Twisted Fate,Skarner,Aurelion Sol,Kalista,Renata Glasc,Taliyah,Orianna,Hwei,Fiora,Vi,Ashe,Corki,Lillia,Rumble,Nidalee,1
LOLTMNT03_93208,OKSavingsBank BRION Academy,Nongshim RedForce Academy,LAS,14.1,K'Sante,Vi,Cassiopeia,Varus,Nautilus,Rumble,Maokai,Tristana,Jhin,Leona,Corki,Hwei,Skarner,Draven,Rell,Senna,Ashe,Kalista,Kindred,Nidalee,0
LOLTMNT03_93209,KT Rolster Academy,T1 Esports Academy Rookies,LAS,14.1,Rumble,Lee Sin,LeBlanc,Jhin,Leona,K'Sante,Viego,Hwei,Kalista,Alistar,Tristana,Skarner,Ashe,Nidalee,Renata Glasc,Nautilus,Sejuani,Varus,Xin Zhao,Vi,0
LOLTMNT03_92217,DRX Academy,Dplus KIA Youth,LAS,14.1,Skarner,Nidalee,Corki,Ashe,Leona,Rumble,Bel'Veth,Hwei,Varus,Rell,Vi,LeBlanc,Tristana,Lee Sin,Xin Zhao,Rek'Sai,Sejuani,Senna,Galio,Yasuo,1
LOLTMNT03_93210,BNK FEARX Academy,Gen.G Scholars,LAS,14.1,Renekton,Vi,Taliyah,Ashe,Nautilus,Poppy,Viego,Ahri,Kai'Sa,Leona,Skarner,Corki,Rumble,Xin Zhao,Volibear,Kalista,Varus,Tristana,Azir,Orianna,0
LOLTMNT03_92214,Hanwha Life Esports Academy,DN Freecs Academy,LAS,14.1,Renekton,Nidalee,Azir,Jhin,Nautilus,Skarner,Diana,Yasuo,Varus,Renata Glasc,Ashe,Corki,Lillia,Rumble,K'Sante,Taliyah,Orianna,Kalista,Yone,Fiora,0
LOLTMNT01_113377,J Team,HELL PIGS,PCS,14.11,Camille,Sejuani,Hwei,Draven,Ashe,K'Sante,Graves,Viktor,Kalista,Blitzcrank,LeBlanc,Nautilus,Corki,Orianna,Neeko,Skarner,Rumble,Tristana,Nidalee,Twisted Fate,0
LOLTMNT03_93213,OKSavingsBank BRION Academy,DRX Academy,LAS,14.1,K'Sante,Nidalee,Jayce,Jinx,Nautilus,Skarner,Taliyah,Akali,Senna,Ornn,Rek'Sai,Corki,Rumble,Kindred,Orianna,Tristana,Vi,LeBlanc,Renekton,Hwei,0
LOLTMNT03_92219,Gen.G Scholars,T1 Esports Academy Rookies,LAS,14.1,Rumble,Viego,Ahri,Jinx,Nautilus,Jax,Nidalee,K'Sante,Sivir,Rell,Kalista,Varus,Corki,Yasuo,Leona,Ashe,Skarner,Tristana,Kai'Sa,Jhin,1
LOLTMNT03_93216,Hanwha Life Esports Academy,Nongshim RedForce Academy,LAS,14.1,Jax,Sejuani,Orianna,Varus,Nautilus,Poppy,Vi,Hwei,Jhin,Rell,Rumble,Ashe,Skarner,Leona,Bard,Kalista,Taliyah,Ahri,Xin Zhao,Jarvan IV,1
LOLTMNT03_92220,BNK FEARX Academy,DN Freecs Academy,LAS,14.1,K'Sante,Viego,Azir,Ashe,Braum,Gnar,Lee Sin,Aurelion Sol,Varus,Nautilus,Skarner,Corki,Rumble,Hwei,Orianna,Taliyah,Nidalee,Kalista,Sylas,Rek'Sai,0
LOLTMNT03_93217,KT Rolster Academy,Dplus KIA Youth,LAS,14.1,Udyr,Maokai,Tristana,Varus,Nautilus,Rumble,Skarner,Jayce,Zeri,Rell,Corki,Aurelion Sol,Hwei,Kalista,Jhin,Ashe,Vi,Senna,K'Sante,Camille,1
LOLTMNT01_113387,HELL PIGS,J Team,PCS,14.11,K'Sante,Karthus,Corki,Sivir,Rell,Gwen,Ivern,Tristana,Varus,Nautilus,Draven,Rumble,Ashe,Nidalee,Lillia,LeBlanc,Kalista,Skarner,Jax,Jayce,1
LOLTMNT03_93218,DRX Academy,OKSavingsBank BRION Academy,LAS,14.1,Skarner,Nidalee,Galio,Zeri,Rakan,Twisted Fate,Kindred,K'Sante,Seraphine,Senna,Vi,Tristana,LeBlanc,Tahm Kench,Ornn,Rek'Sai,Corki,Nautilus,Blitzcrank,Leona,1
LOLTMNT03_92224,Nongshim RedForce Academy,Hanwha Life Esports Academy,LAS,14.1,Renekton,Nidalee,Hwei,Varus,Nautilus,K'Sante,Viego,Azir,Kalista,Rell,Vi,Ashe,Twisted Fate,Jarvan IV,Vayne,Poppy,Skarner,Rumble,Sejuani,Xin Zhao,0
LOLTMNT03_92225,Dplus KIA Youth,KT Rolster Academy,LAS,14.1,Rumble,Xin Zhao,Taliyah,Corki,Rakan,K'Sante,Viego,LeBlanc,Varus,Leona,Vi,Ashe,Senna,Nautilus,Rell,Skarner,Tristana,Hwei,Renata Glasc,Azir,0
LOLTMNT03_93221,T1 Esports Academy Rookies,Gen.G Scholars,LAS,14.1,K'Sante,Nidalee,Tristana,Aphelios,Thresh,Twisted Fate,Viego,Corki,Jinx,Blitzcrank,Rumble,Sejuani,Ashe,Gwen,Nautilus,Kalista,Skarner,Varus,Caitlyn,Senna,0
LOLTMNT03_93220,DN Freecs Academy,BNK FEARX Academy,LAS,14.1,K'Sante,Brand,Tristana,Ashe,Leona,Renekton,Kindred,Aurelion Sol,Varus,Rumble,Taliyah,Rek'Sai,Nidalee,Hwei,Renata Glasc,Corki,Skarner,Nautilus,Azir,Kalista,1
LOLTMNT01_113439,Burning Core Toyama,QT DIG∞,LJL,14.11,Gnar,Ivern,Tristana,Kalista,Nautilus,Camille,Sejuani,Aurelion Sol,Varus,Neeko,Rumble,Ashe,Corki,Xin Zhao,Vi,Nidalee,Skarner,Twisted Fate,Lillia,Brand,1
LOLTMNT01_112449,West Point Esports,Frank Esports,PCS,14.11,Gragas,Nidalee,Tristana,Smolder,Nautilus,K'Sante,Lee Sin,Taliyah,Senna,Maokai,Leona,Rell,Kalista,Jax,Aatrox,Corki,Skarner,Hwei,Varus,Ziggs,1
LOLTMNT01_112492,QT DIG∞,Burning Core Toyama,LJL,14.11,Zac,Sejuani,Corki,Varus,Renata Glasc,Gnar,Poppy,Taliyah,Kalista,Nautilus,Nidalee,Twisted Fate,LeBlanc,Yone,Xin Zhao,Rumble,Skarner,Tristana,Leona,Rell,0
LOLTMNT01_113493,West Point Esports,Frank Esports,PCS,14.11,K'Sante,Viego,Neeko,Ashe,Nautilus,Jax,Nidalee,Yone,Varus,Braum,Leona,Rell,Kalista,Jayce,Tristana,Corki,Skarner,Hwei,LeBlanc,Azir,1
11142-11142_game_1,Ninjas in Pyjamas,Anyone's Legend,LPL,14.1,Twisted Fate,Karthus,Tristana,Sivir,Rell,Malphite,Nidalee,Corki,Varus,Nautilus,Lucian,Camille,Jax,Leona,Ashe,Rumble,LeBlanc,Skarner,Kalista,Senna,1
LOLTMNT01_112510,V3 Esports,AXIZ CREST,LJL,14.11,Vayne,Lee Sin,Hwei,Varus,Alistar,Udyr,Nidalee,Corki,Kai'Sa,Rell,Senna,Nautilus,Skarner,Jinx,Kalista,Tristana,Rumble,Ashe,Twisted Fate,Maokai,1
11142-11142_game_2,Anyone's Legend,Ninjas in Pyjamas,LPL,14.1,Renekton,Brand,Tristana,Ziggs,Leona,K'Sante,Viego,Taliyah,Senna,Ornn,Corki,Rumble,Skarner,Maokai,Xin Zhao,Lucian,Karthus,LeBlanc,Camille,Jax,0
LOLTMNT01_112537,Deep Cross Gaming,CTBC Flying Oyster,PCS,14.11,K'Sante,Lee Sin,Hwei,Corki,Rell,Renekton,Nidalee,Yone,Senna,Nautilus,Kalista,Tristana,Ashe,Jayce,Twisted Fate,Skarner,Rumble,Camille,LeBlanc,Jax,1
LOLTMNT01_113547,AXIZ CREST,V3 Esports,LJL,14.11,K'Sante,Nidalee,Hwei,Corki,Nautilus,Kennen,Bel'Veth,Orianna,Varus,Leona,Tristana,Rumble,Kalista,Twisted Fate,Vayne,Senna,Ashe,Skarner,Kai'Sa,Jinx,0
LOLTMNT01_113555,Deep Cross Gaming,CTBC Flying Oyster,PCS,14.11,Nasus,Brand,Yone,Corki,Rell,Twisted Fate,Karthus,Jayce,Senna,Nautilus,Kalista,Tristana,Nidalee,Taliyah,Hwei,Skarner,Rumble,Camille,Jax,Renekton,1
11143-11143_game_1,Ultra Prime,Weibo Gaming,LPL,14.1,Darius,Brand,Corki,Kalista,Leona,Camille,Lee Sin,Taliyah,Senna,Nautilus,Rumble,Nidalee,Ashe,Sejuani,Maokai,Skarner,Karthus,Tristana,Jax,Renekton,0
LOLTMNT01_112590,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,LJL,14.11,Renekton,Taliyah,Yone,Zeri,Nautilus,K'Sante,Sejuani,LeBlanc,Varus,Poppy,Neeko,Hwei,Kalista,Darius,Jax,Rumble,Skarner,Ashe,Senna,Kai'Sa,0
11143-11143_game_2,Weibo Gaming,Ultra Prime,LPL,14.1,Twisted Fate,Maokai,Tristana,Ezreal,Braum,Malphite,Olaf,Hwei,Kai'Sa,Nautilus,Karthus,Jax,Skarner,Senna,Xin Zhao,Rumble,Nidalee,Ashe,Lucian,Kalista,0
LOLTMNT01_113602,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,LJL,14.11,Renekton,Ivern,Tristana,Jhin,Leona,Ornn,Taliyah,Yone,Varus,Rell,Rumble,Ashe,Kalista,Jax,Nautilus,Hwei,Neeko,Skarner,Ziggs,Zeri,1
11143-11143_game_3,Ultra Prime,Weibo Gaming,LPL,14.1,K'Sante,Karthus,Yone,Draven,Alistar,Vayne,Sejuani,Corki,Ziggs,Rell,Rumble,Nidalee,Ashe,Leona,Rakan,LeBlanc,Tristana,Skarner,Blitzcrank,Thresh,0
LOLTMNT04_49223,Team Heretics,GiantX,LEC,14.11,K'Sante,Xin Zhao,Taliyah,Corki,Nautilus,Zac,Sejuani,Yone,Kalista,Rell,Lucian,Skarner,Rumble,Ashe,Renata Glasc,Twisted Fate,Senna,Poppy,Camille,Vi,0
LOLTMNT04_49235,SK Gaming,Rogue,LEC,14.11,Rumble,Poppy,Taliyah,Varus,Ashe,Udyr,Rek'Sai,Corki,Ziggs,Rell,Senna,LeBlanc,Nautilus,Viego,Orianna,Nami,Skarner,Maokai,Vi,Sejuani,0
LOLTMNT01_113720,Los Grandes,paiN Gaming,CBLOL,14.11,Renekton,Viego,LeBlanc,Varus,Leona,Twisted Fate,Maokai,Hwei,Ashe,Braum,Lucian,Sejuani,Kalista,Jax,Nautilus,Tristana,Corki,Skarner,Lee Sin,Olaf,1
LOLTMNT01_113770,Fluxo,KaBuM! Esports,CBLOL,14.11,Renekton,Sejuani,Hwei,Lucian,Nami,K'Sante,Xin Zhao,Taliyah,Zeri,Lulu,Nautilus,Ashe,Skarner,Rumble,Twisted Fate,Corki,Tristana,Varus,Ahri,LeBlanc,0
LOLTMNT04_50103,Team Vitality,Team BDS,LEC,14.11,Renekton,Lillia,Orianna,Corki,Rell,K'Sante,Viego,Taliyah,Senna,Nautilus,Olaf,Varus,LeBlanc,Darius,Garen,Skarner,Rumble,Twisted Fate,Jayce,Camille,1
LOLTMNT01_113817,RED Canids,INTZ,CBLOL,14.11,Kennen,Lee Sin,Corki,Ashe,Rell,Gragas,Xin Zhao,Yone,Ziggs,Leona,Maokai,Vi,Olaf,Sejuani,Gwen,Lucian,Skarner,Tristana,Jax,Brand,1
LOLTMNT04_49248,MAD Lions KOI,G2 Esports,LEC,14.11,Twisted Fate,Zyra,Azir,Senna,Nautilus,Camille,Sejuani,Hwei,Varus,Taric,Kalista,Draven,Yasuo,Rell,LeBlanc,Skarner,Rumble,Vi,Ivern,Lillia,1
LOLTMNT01_113876,LOUD,Liberty,CBLOL,14.11,Skarner,Nidalee,Hwei,Kalista,Nautilus,Sett,Maokai,Tristana,Ashe,Poppy,Darius,Ivern,Ziggs,K'Sante,Braum,Jax,Taliyah,Senna,Gnar,Rakan,0
LOLTMNT04_50122,Karmine Corp,Fnatic,LEC,14.11,Jax,Rek'Sai,Taliyah,Senna,Ornn,Poppy,Ivern,Hwei,Zeri,Nautilus,Ashe,LeBlanc,Vi,Camille,Twisted Fate,Rumble,Skarner,Corki,Jarvan IV,Xin Zhao,1
LOLTMNT01_113898,Vivo Keyd Stars,FURIA,CBLOL,14.11,Jax,Nocturne,Orianna,Varus,Rell,Renekton,Maokai,Corki,Senna,Tahm Kench,Kalista,Hwei,Nidalee,Urgot,Rumble,Skarner,Ashe,Tristana,Twisted Fate,Camille,0
LOLTMNT01_113946,DSC3V,Waia Snikt,LRN,14.11,Aatrox,Xin Zhao,Hwei,Varus,Rumble,Singed,Brand,Corki,Senna,Ornn,Neeko,Zyra,Nautilus,Jayce,Tristana,Skarner,Maokai,Karthus,Taliyah,Ashe,1
LOLTMNT01_113964,Waia Snikt,DSC3V,LRN,14.11,Cho'Gath,Brand,Tristana,Ashe,Rell,Olaf,Xin Zhao,Corki,Kai'Sa,Nautilus,Maokai,Karthus,Skarner,Kennen,Hwei,Neeko,Zyra,Rumble,Camille,Renekton,1
LOLTMNT01_114007,DSC3V,Waia Snikt,LRN,14.11,Jax,Maokai,Hwei,Corki,Rell,Rumble,Vi,Taliyah,Jinx,Nautilus,Neeko,Zyra,Brand,Mordekaiser,Urgot,Karthus,Skarner,Xin Zhao,Heimerdinger,Braum,1
LOLTMNT01_113989,Tomorrow Esports,Osaka,LRN,14.11,Camille,Xin Zhao,Hwei,Varus,Alistar,K'Sante,Karthus,Tristana,Kalista,Rell,Draven,LeBlanc,Lee Sin,Leona,Jax,Nautilus,Rumble,Skarner,Ashe,Renata Glasc,0
LOLTMNT01_113991,Tomorrow Esports,Osaka,LRN,14.11,Jax,Xin Zhao,Hwei,Varus,Taric,K'Sante,Karthus,Tristana,Kalista,Rell,Draven,LeBlanc,Lee Sin,Leona,Kennen,Rumble,Nautilus,Skarner,Ashe,Alistar,0
LOLTMNT03_93353,Nongshim RedForce Academy,DN Freecs Academy,LAS,14.1,Rumble,Maokai,Tristana,Zeri,Rakan,K'Sante,Diana,Corki,Varus,Seraphine,Ashe,Lillia,Vi,Brand,Nautilus,Skarner,Taliyah,Orianna,Kalista,Jhin,0
LOLTMNT03_93355,Dplus KIA Youth,Gen.G Scholars,LAS,14.1,Rumble,Maokai,Tristana,Xayah,Rakan,K'Sante,Lillia,Corki,Kalista,Nautilus,Ashe,Poppy,Volibear,Nidalee,Renata Glasc,Skarner,Varus,Azir,Senna,Draven,0
LOLTMNT03_92349,BNK FEARX Academy,T1 Esports Academy Rookies,LAS,14.1,Camille,Kindred,Twisted Fate,Senna,Nautilus,K'Sante,Kha'Zix,Hwei,Kog'Maw,Braum,Skarner,Corki,Tristana,Caitlyn,Pyke,Rek'Sai,Rumble,Ashe,Gnar,Renekton,1
LOLTMNT03_92352,DRX Academy,Hanwha Life Esports Academy,LAS,14.1,Renekton,Skarner,Hwei,Ashe,Braum,Aatrox,Nidalee,Ahri,Jhin,Nautilus,Vi,Tristana,Kalista,Twisted Fate,Jayce,Rek'Sai,Corki,Rumble,Viego,Seraphine,0
LOLTMNT03_92353,OKSavingsBank BRION Academy,KT Rolster Academy,LAS,14.1,K'Sante,Taliyah,Skarner,Kalista,Nautilus,Rumble,Maokai,Corki,Ashe,Braum,Hwei,Vi,Varus,Orianna,Viego,Senna,Nidalee,Tristana,Azir,Xin Zhao,0
LOLTMNT03_93359,DN Freecs Academy,Nongshim RedForce Academy,LAS,14.1,K'Sante,Brand,Tristana,Kalista,Renata Glasc,Twisted Fate,Vi,Hwei,Senna,Nautilus,Rumble,Taliyah,Orianna,Ahri,Poppy,Ashe,Lillia,Skarner,Smolder,Varus,1
LOLTMNT03_93360,Gen.G Scholars,Dplus KIA Youth,LAS,14.1,Skarner,Lee Sin,Ahri,Kai'Sa,Nautilus,Rumble,Maokai,Tristana,Zeri,Alistar,Kalista,Varus,Corki,Draven,Braum,Ashe,Volibear,Poppy,Vi,Senna,1
LOLTMNT03_92357,T1 Esports Academy Rookies,BNK FEARX Academy,LAS,14.1,Renekton,Nidalee,Tristana,Jhin,Leona,K'Sante,Taliyah,Lucian,Kai'Sa,Nautilus,Rek'Sai,Hwei,Varus,Nami,Poppy,Skarner,Rumble,Ashe,Kalista,Braum,0
LOLTMNT03_92359,Hanwha Life Esports Academy,DRX Academy,LAS,14.1,K'Sante,Nidalee,Azir,Varus,Rumble,Renekton,Taliyah,Yone,Ashe,Nautilus,Hwei,Rek'Sai,Corki,Tristana,Zed,Vi,Kalista,Skarner,Rell,Leona,0
LOLTMNT03_93363,KT Rolster Academy,OKSavingsBank BRION Academy,LAS,14.1,Rumble,Xin Zhao,Corki,Jhin,Leona,Skarner,Jax,Gragas,Varus,Rakan,Nidalee,Senna,Tristana,Taliyah,K'Sante,Kalista,Lucian,Nautilus,Hwei,Vi,1
